DMU;ID ;year;Bank;Bank code;Listed;Type;Islamic;ES;ES2;Cost2Inc;DepSTFund;Equity;Eq2Assets;FixAssets;GLoans;NPL2GL;LoanLP;Loans;NetFeeCom;NetIntRev;Branches;Employees;OthOpExp;OthOpInc;Overhead;PerExp;ROAA;ROAE;Assets;LnAssets;BusinessVol;EarnAssets;Funding;IntExp;NonIntExp;NonIntOpInc;OthEarnAssets;ExRate;Unit;GDPG;GDPC ;LnGDPC;GDPGC;PCDGDP;ICP;IGDPD;ETU;PAU;TRU;EXU;CSU;LDU;PCU;FSU;SQU;SCU;ETW;PAW;TRW;EXW;CSW;LDW;PCW;FSW;SQW;SCW;DomPrivOwnAssets;ForOwnAssets;GovOwnAssets;DomPrivOwnLoans;ForOwnLoans;GovOwnLoans;DomPrivOwnDeposits;ForOwnDeposits;GovOwnDeposits;BankCon;BankZsc;avelf;lat_abst;Legor;legor_uk;legor_fr;EFI;PP;CI;EconFree;PR;FC;FisF;GS;BF;LF;MF;TF;IF;FinF;LoanLossRatio;IndepYear;Indep;Religion;W-House;W-Senate
Banque des Mascareignes/2005;23;2005;Banque des Mascareignes;126;0;CB;0;0,441;0,441;1,365;221,933;15,833;0,065;2,905;181,949;;0,407;181,423;0,22;2,79;;;3,078;1,129;5,35;2,271;-0,008;-0,098;244,001;5,497;8819,6;221,113;226,164;5,404;5,35;1,129;39,69;29,5;1;0,012;5054,36;8,528;0,004;0,722;0,049;0,043;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,23;0,65;0,12;0,3;0,57;0,13;0,25;0,62;0,13;0,648;8,006;0,708;0,22;French;0;1;7,57;0;0,12;67,2;70;44;84,5;82;70;76,4;71,4;53,4;50;70;0,002;1968;#REF!;5;0,17;
Banque des Mascareignes/2006;23;2006;Banque des Mascareignes;126;0;CB;0;0,426;0,426;1,059;338,069;15,214;0,042;2,788;264,567;;0,426;263,652;0,098;3,923;;;3,39;1,258;5,488;2,097;-0,002;-0,046;362,368;5,893;12489;348,754;345,316;11,369;5,488;1,258;85,101;31,71;1;0,039;5194,48;8,555;0,032;0,716;0,089;0,071;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,71;0,1;0,27;0,61;0,12;0,19;0,71;0,1;0,648;5,561;0,708;0,22;French;0;1;7,41;0;0,12;67,4;70;41;81,7;79,1;74,7;76,8;72,1;59;70;50;0,002;1968;#REF!;5;0,17;
Banque des Mascareignes/2007;23;2007;Banque des Mascareignes;126;0;CB;0;0,625;0,623;0,764;405,005;23,622;0,053;2,491;370,877;0,007;1,798;368,156;0,393;5,665;;;3,602;2,475;6,218;2,615;0;0,004;447,405;6,103;15048,8;431,601;413,615;19,669;6,218;2,475;63,445;31,31;1;0,059;6182,2;8,729;0,052;0,687;0,088;0,117;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,72;0,09;0,23;0,66;0,11;0,2;0,7;0,1;0,648;7,427;0,708;0,22;French;0;1;7,95;0;0,12;69,4;60;42;81,3;79,7;73,3;71,7;75,8;80;70;60;0,005;1968;#REF!;5;0,17;
Banque des Mascareignes/2008;23;2008;Banque des Mascareignes;126;0;CB;0;0,401;0,39;0,613;557,234;28,408;0,047;2,826;309,14;0,013;2,453;303,696;1,466;8,034;7;150;4,769;6,302;8,786;4,017;0,004;0,074;609,366;6,412;18910,1;585,836;569,852;24,63;8,786;6,302;282,141;28,45;1;0,055;7599,98;8,936;0,048;0,768;0,097;0,065;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,2;0,7;0,1;0,24;0,66;0,1;0,22;0,67;0,11;0,648;7,043;0,708;0,22;French;0;1;8,04;0;0,12;72,6;60;51;92,1;81,4;82;72,9;75,7;80,6;70;60;0,008;1968;#REF!;5;0,17;
Banque des Mascareignes/2009;23;2009;Banque des Mascareignes;126;0;CB;0;0,528;0,462;0,59;478,952;33,974;0,064;2,437;312,011;0,016;2,669;305,521;2,416;12,09;11;175;6,267;6,295;10,845;4,578;0,008;0,143;533,742;6,28;19671,1;510,313;489,628;15,157;10,845;6,295;204,792;31,96;1;0,03;6921,59;8,842;0,025;0,83;0,025;-0,002;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,22;0,67;0,11;0,27;0,62;0,11;0,24;0,64;0,12;0,566;10,033;0,708;0,22;mixed;;;7,93;0;0,12;74,3;60;47;92,2;80,8;83,3;71,5;71,1;86,8;80;70;0,009;1968;#REF!;5;0,17;
Banque des Mascareignes/2010;23;2010;Banque des Mascareignes;126;0;CB;0;0,81;0,694;0,497;611,501;42,388;0,063;2,394;384,51;0,034;3,606;374,498;3,866;15,68;8;125;6,568;8,134;11,837;5,269;0,012;0,19;677,226;6,518;26141,7;615,74;622,422;12,282;11,837;8,134;241,242;30,78;1;0,041;7583,89;8,934;0,037;0,825;0,029;0,018;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,22;0,67;0,11;0,27;0,62;0,11;0,24;0,64;0,12;0,566;10,456;0,708;0,22;mixed;;;7,93;0;0,12;76,3;60;55;92,5;83,4;82,2;78,5;71,2;85,6;85;70;0,009;1968;#REF!;5;0,19;
Barclays Bank Plc/2006;23;2006;Barclays Bank Plc;127;0;CB;0;0,476;0,436;0,391;245,22;17,29;0,06;0,771;125,774;;0,32;125,774;1,322;6,85;;596;2,245;2,915;3,82;1,575;0,017;0,289;288,023;5,663;104525;156,59;265,972;11,009;3,82;2,915;30,815;268,6;1;0,039;5194,48;8,555;0,032;0,716;0,089;0,071;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,71;0,1;0,27;0,61;0,12;0,19;0,71;0,1;0,566;12,93;0,708;0,22;French;0;1;7,41;0;0,12;67,4;70;41;81,7;79,1;74,7;76,8;72,1;59;70;50;0,003;1968;#REF!;5;0,17;
Barclays Bank Plc/2007;23;2007;Barclays Bank Plc;127;0;CB;0;0,534;0,492;0,465;326,262;21,111;0,052;0,998;182,639;;0,534;182,639;2,011;8,875;;1211;3,995;4,706;6,311;2,316;0,017;0,301;403,861;6,001;131448;229,915;373,681;16,548;6,311;4,706;47,276;258,59;1;0,059;6182,2;8,729;0,052;0,687;0,088;0,117;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,72;0,09;0,23;0,66;0,11;0,2;0,7;0,1;0,566;11,549;0,708;0,22;French;0;1;7,95;0;0,12;69,4;60;42;81,3;79,7;73,3;71,7;75,8;80;70;60;0,003;1968;#REF!;5;0,17;
Barclays Bank Plc/2008;23;2008;Barclays Bank Plc;127;0;CB;0;0,371;0,318;0,504;354,911;30,969;0,063;3,056;273,321;;1,037;273,321;2,254;9,752;;1328;4,165;6,201;8,035;3,871;0,014;0,236;493,41;6,201;147314;300,84;454,204;19,576;8,035;6,201;27,519;238,2;1;0,055;7599,98;8,936;0,048;0,768;0,097;0,065;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,2;0,7;0,1;0,24;0,66;0,1;0,22;0,67;0,11;0,566;12,786;0,708;0,22;French;0;1;8,04;0;0,12;72,6;60;51;92,1;81,4;82;72,9;75,7;80,6;70;60;0,004;1968;#REF!;5;0,17;
Barclays Bank Plc/2009;23;2009;Barclays Bank Plc;127;0;CB;0;0,33;0,318;0,514;280,745;24,714;0,075;2,767;188,721;;2,165;188,721;1,597;8,831;;;3,366;4,905;7,063;3,697;0,011;0,157;330,573;5,801;86731;237,375;301,564;9,052;7,063;4,905;48,653;262,37;1;0,03;6921,59;8,842;0,025;0,83;0,025;-0,002;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,22;0,67;0,11;0,27;0,62;0,11;0,24;0,64;0,12;0,566;14,285;0,708;0,22;mixed;;;7,93;0;0,12;74,3;60;47;92,2;80,8;83,3;71,5;71,1;86,8;80;70;0,011;1968;#REF!;5;0,17;
Barclays Bank Plc/2010;23;2010;Barclays Bank Plc;127;0;CB;0;0,386;0,366;0,375;289,122;31,962;0,095;2,352;158,862;;2,186;158,862;1,736;8,17;;;2,149;9,159;6,492;4,342;0,027;0,311;335,092;5,814;92450;194,977;300,003;5,158;6,492;9,159;36,115;275,89;1;0,041;7583,89;8,934;0,037;0,825;0,029;0,018;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,22;0,67;0,11;0,27;0,62;0,11;0,24;0,64;0,12;0,566;20,392;0,708;0,22;mixed;;;7,93;0;0,12;76,3;60;55;92,5;83,4;82,2;78,5;71,2;85,6;85;70;0,014;1968;#REF!;5;0,19;
Bramer Banking Corporation Ltd/2005;23;2005;Bramer Banking Corporation Ltd;128;0;CB;0;0,148;0,141;0,843;82,16;7,337;0,08;3,255;38,696;;0,051;37,768;0,458;1,76;;105;1,292;0,956;2,288;0,997;0,007;0,082;91,805;4,52;2881;80,868;82,16;4,326;2,288;0,956;43,1;29,5;1;0,012;5054,36;8,528;0,004;0,722;0,049;0,043;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,23;0,65;0,12;0,3;0,57;0,13;0,25;0,62;0,13;0,566;18,248;0,708;0,22;French;0;1;7,57;0;0,12;67,2;70;44;84,5;82;70;76,4;71,4;53,4;50;70;0,001;1968;#REF!;5;0,17;
Bramer Banking Corporation Ltd/2006;23;2006;Bramer Banking Corporation Ltd;128;0;CB;0;0,15;0,144;1,013;105,604;6,759;0,059;3,602;50,038;;0,173;49,489;0,52;1,889;;116;1,605;0,77;2,693;1,088;-0,001;-0,02;115,441;4,749;4207,1;103,305;105,604;6,021;2,693;0,77;53,816;31,71;1;0,039;5194,48;8,555;0,032;0,716;0,089;0,071;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,71;0,1;0,27;0,61;0,12;0,19;0,71;0,1;0,566;11,938;0,708;0,22;French;0;1;7,41;0;0,12;67,4;70;41;81,7;79,1;74,7;76,8;72,1;59;70;50;0,003;1968;#REF!;5;0,17;
Bramer Banking Corporation Ltd/2007;23;2007;Bramer Banking Corporation Ltd;128;0;CB;0;0,108;0,099;0,651;121,944;9,175;0,068;4,404;46,558;;0,201;45,74;0,782;3,331;;131;1,91;2,009;3,475;1,565;0,012;0,196;135,526;4,909;4561,6;122,988;121,944;8,533;3,475;2,009;77,247;31,31;1;0,059;6182,2;8,729;0,052;0,687;0,088;0,117;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,72;0,09;0,23;0,66;0,11;0,2;0,7;0,1;0,566;16,736;0,708;0,22;French;0;1;7,95;0;0,12;69,4;60;42;81,3;79,7;73,3;71,7;75,8;80;70;60;0,004;1968;#REF!;5;0,17;
Bramer Banking Corporation Ltd/2008;23;2008;Bramer Banking Corporation Ltd;128;0;CB;0;0,146;0,135;0,723;109,536;11,718;0,094;4,741;66,689;0,034;0,32;65,473;1,002;4,312;;;2,713;2,538;4,952;2,239;0,01;0,129;124,494;4,824;4048,4;104,619;109,595;7,268;4,952;2,538;39,145;28,45;1;0,055;7599,98;8,936;0,048;0,768;0,097;0,065;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,2;0,7;0,1;0,24;0,66;0,1;0,22;0,67;0,11;0,566;21,797;0,708;0,22;French;0;1;8,04;0;0,12;72,6;60;51;92,1;81,4;82;72,9;75,7;80,6;70;60;0,005;1968;#REF!;5;0,17;
Bramer Banking Corporation Ltd/2009;23;2009;Bramer Banking Corporation Ltd;128;0;CB;0;0,185;0,167;0,706;134,622;11,205;0,075;3,708;70,485;0,047;0,973;68,217;1,289;3,482;;;3,054;4,706;5,782;2,728;0,01;0,116;148,887;5,003;5351,6;126,944;134,622;4,731;5,782;4,706;58,727;31,96;1;0,03;6921,59;8,842;0,025;0,83;0,025;-0,002;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,22;0,67;0,11;0,27;0,62;0,11;0,24;0,64;0,12;0,531;17,747;0,708;0,22;mixed;0;1;7,93;0;0,12;74,3;60;47;92,2;80,8;83,3;71,5;71,1;86,8;80;70;0,014;1968;#REF!;5;0,17;
Bramer Banking Corporation Ltd/2010;23;2010;Bramer Banking Corporation Ltd;128;0;CB;0;0,229;0,213;0,783;182,489;13,098;0,063;5,724;117,823;0,024;0,594;114,795;1,67;4,665;;;4,08;5,223;7,738;3,658;0,008;0,114;206,777;5,332;7055,4;178,633;187,4;5,681;7,738;5,223;63,838;30,78;1;0,041;7583,89;8,934;0,037;0,825;0,029;0,018;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,22;0,67;0,11;0,27;0,62;0,11;0,24;0,64;0,12;0,531;14,852;0,708;0,22;mixed;0;1;7,93;0;0,12;76,3;60;55;92,5;83,4;82,2;78,5;71,2;85,6;85;70;0,005;1968;#REF!;5;0,19;
Investec Bank (Mauritius) Limited/2005;23;2005;Investec Bank (Mauritius) Limited;130;0;CB;0;0,897;0,897;0,065;21,291;8,872;0,257;0,01;19,697;;0,092;19,501;0,112;1,271;;37;0,003;-0,22;0,068;0,064;0,023;0,096;34,55;3,542;1089,3;33,753;21,291;1,156;0,068;-0,22;14,253;29,5;1;0,012;5054,36;8,528;0,004;0,722;0,049;0,043;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,23;0,65;0,12;0,3;0,57;0,13;0,25;0,62;0,13;0,531;10,261;0,708;0,22;French;0;1;7,57;0;0,12;67,2;70;44;84,5;82;70;76,4;71,4;53,4;50;70;0,005;1968;#REF!;5;0,17;
Investec Bank (Mauritius) Limited/2006;23;2006;Investec Bank (Mauritius) Limited;130;0;CB;0;1;1;0,094;20,332;3,942;0,139;0,006;21,193;0,005;0,006;20,944;0,265;1,072;;38;0,003;-0,268;0,076;0,073;0,024;0,117;28,286;3,342;953,1;27,892;20,332;1,167;0,076;-0,268;6,948;31,71;1;0,039;5194,48;8,555;0,032;0,716;0,089;0,071;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,71;0,1;0,27;0,61;0,12;0,19;0,71;0,1;0,531;5,983;0,708;0,22;French;0;1;7,41;0;0,12;67,4;70;41;81,7;79,1;74,7;76,8;72,1;59;70;50;0;1968;#REF!;5;0,17;
Investec Bank (Mauritius) Limited/2007;23;2007;Investec Bank (Mauritius) Limited;130;0;CB;0;0,832;0,834;0,055;21,879;4,436;0,152;0,006;18,024;0,01;-0,01;17,839;0,054;1,137;;55;0,003;0,198;0,073;0,07;0,042;0,287;29,256;3,376;1011,8;27,062;21,879;1,303;0,073;0,198;9,223;31,31;1;0,059;6182,2;8,729;0,052;0,687;0,088;0,117;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,72;0,09;0,23;0,66;0,11;0,2;0,7;0,1;0,531;7,095;0,708;0,22;French;0;1;7,95;0;0,12;69,4;60;42;81,3;79,7;73,3;71,7;75,8;80;70;60;-0,001;1968;#REF!;5;0,17;
Investec Bank (Mauritius) Limited/2008;23;2008;Investec Bank (Mauritius) Limited;130;0;CB;0;1;1;0,103;34,573;4,889;0,117;0,007;29,161;0;0,467;28,988;0,077;1,546;;52;0,004;-0,253;0,134;0,13;0,018;0,134;41,982;3,737;1318;39,36;34,573;1,416;0,134;-0,253;10,372;28,45;1;0,055;7599,98;8,936;0,048;0,768;0,097;0,065;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,2;0,7;0,1;0,24;0,66;0,1;0,22;0,67;0,11;0,506;4,92;0,708;0,22;French;0;1;8,04;0;0,12;72,6;60;51;92,1;81,4;82;72,9;75,7;80,6;70;60;0,016;1968;#REF!;5;0,17;
Investec Bank (Mauritius) Limited/2009;23;2009;Investec Bank (Mauritius) Limited;130;0;CB;0;0,706;0,707;0,266;22,838;4,706;0,164;0,006;14,571;0,002;0,041;14,427;0;1,427;;55;0,081;-0,663;0,203;0,122;0,004;0,027;28,633;3,355;996,5;24,859;23,602;0,923;0,203;-0,663;10,432;31,96;1;0,03;6921,59;8,842;0,025;0,83;0,025;-0,002;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,22;0,67;0,11;0,27;0,62;0,11;0,24;0,64;0,12;0,506;6,167;0,708;0,22;mixed;;;7,93;0;0,12;74,3;60;47;92,2;80,8;83,3;71,5;71,1;86,8;80;70;0,003;1968;#REF!;5;0,17;
Investec Bank (Mauritius) Limited/2010;23;2010;Investec Bank (Mauritius) Limited;130;0;CB;0;1;0,978;0,083;26,702;7,436;0,211;0,023;16,768;0,011;-0,036;16,616;0,091;1,208;;52;0,12;1,813;0,25;0,13;0,082;0,431;35,323;3,565;1218,1;33,569;27,585;0,468;0,25;1,813;16,953;30,78;1;0,041;7583,89;8,934;0,037;0,825;0,029;0,018;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,22;0,67;0,11;0,27;0,62;0,11;0,24;0,64;0,12;0,506;10,716;0,708;0,22;mixed;;;7,93;0;0,12;76,3;60;55;92,5;83,4;82,2;78,5;71,2;85,6;85;70;-0,002;1968;#REF!;5;0,19;
Mauritius Commercial Bank Ltd (The)/2005;23;2005;Mauritius Commercial Bank Ltd (The);131;1;CB;0;0,547;0,546;0,465;2451,333;350,645;0,121;86,191;1975,327;0,033;12,629;1868,805;23,566;99,036;;2172;39,697;65,117;76,4;36,703;0,022;0,177;2889,593;7,969;107287,5;2580,411;2451,333;93,276;76,4;65,117;711,606;29,5;1;0,012;5054,36;8,528;0,004;0,722;0,049;0,043;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,23;0,65;0,12;0,3;0,57;0,13;0,25;0,62;0,13;0,506;35,629;0,708;0,22;French;0;1;7,57;0;0,12;67,2;70;44;84,5;82;70;76,4;71,4;53,4;50;70;0,006;1968;#REF!;5;0,17;
Mauritius Commercial Bank Ltd (The)/2006;23;2006;Mauritius Commercial Bank Ltd (The);131;1;CB;0;0,492;0,491;0,498;2631,362;392,66;0,125;95,767;1946,64;;10,098;1840,708;26,359;97,552;;2267;36,83;51,624;74,363;37,533;0,024;0,186;3135,155;8,05;122720,3;2791,785;2631,362;120,26;74,363;51,624;951,077;31,71;1;0,039;5194,48;8,555;0,032;0,716;0,089;0,071;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,71;0,1;0,27;0,61;0,12;0,19;0,71;0,1;0,506;37,222;0,708;0,22;French;0;1;7,41;0;0,12;67,4;70;41;81,7;79,1;74,7;76,8;72,1;59;70;50;0,005;1968;#REF!;5;0,17;
Mauritius Commercial Bank Ltd (The)/2007;23;2007;Mauritius Commercial Bank Ltd (The);131;1;CB;0;0,491;0,488;0,475;2872,108;476,291;0,135;109,955;2206,402;0,07;12,004;2102,744;35,394;115,371;;2344;45,929;71,486;88,849;42,921;0,032;0,236;3517,401;8,165;141795,9;3134,275;2917,171;170,076;88,849;71,486;1031,531;31,31;1;0,059;6182,2;8,729;0,052;0,687;0,088;0,117;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,72;0,09;0,23;0,66;0,11;0,2;0,7;0,1;0,506;41,669;0,708;0,22;French;0;1;7,95;0;0,12;69,4;60;42;81,3;79,7;73,3;71,7;75,8;80;70;60;0,005;1968;#REF!;5;0,17;
Mauritius Commercial Bank Ltd (The)/2008;23;2008;Mauritius Commercial Bank Ltd (The);131;1;CB;0;0,516;0,516;0,432;3825,049;632,429;0,135;118,48;2840,69;0,058;14,969;2728,35;48,431;146,414;;2598;57,319;116,168;113,352;56,033;0,029;0,212;4673,407;8,45;209559,9;4266,963;3868,528;215,082;113,352;116,168;1538,613;28,45;1;0,055;7599,98;8,936;0,048;0,768;0,097;0,065;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,2;0,7;0,1;0,24;0,66;0,1;0,22;0,67;0,11;0,506;40,793;0,708;0,22;French;0;1;8,04;0;0,12;72,6;60;51;92,1;81,4;82;72,9;75,7;80,6;70;60;0,005;1968;#REF!;5;0,17;
Mauritius Commercial Bank Ltd (The)/2009;23;2009;Mauritius Commercial Bank Ltd (The);131;1;CB;0;0,596;0,596;0,421;3793,547;629,913;0,134;120,135;3063,596;0,049;11,615;2958,107;49,59;159,751;;2672;50,93;98,574;108,849;57,92;0,022;0,163;4708,299;8,457;181843,3;3792,32;3912,509;166,209;108,849;98,574;834,214;31,96;1;0,03;6921,59;8,842;0,025;0,83;0,025;-0,002;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,22;0,67;0,11;0,27;0,62;0,11;0,24;0,64;0,12;0,506;38,749;0,708;0,22;mixed;;;7,93;0;0,12;74,3;60;47;92,2;80,8;83,3;71,5;71,1;86,8;80;70;0,004;1968;#REF!;5;0,17;
Mauritius Commercial Bank Ltd (The)/2010;23;2010;Mauritius Commercial Bank Ltd (The);131;1;CB;0;0,673;0,67;0,465;4303,595;710,633;0,134;152,561;3592,726;0,039;8,842;3493,734;55,119;170,028;;2724;57,091;89,64;120,652;63,561;0,027;0,191;5286,418;8,573;197082,8;4384,51;4403,074;135,838;120,652;89,64;890,776;30,78;1;0,041;7583,89;8,934;0,037;0,825;0,029;0,018;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,22;0,67;0,11;0,27;0,62;0,11;0,24;0,64;0,12;0,506;40,165;0,708;0,22;mixed;;;7,93;0;0,12;76,3;60;55;92,5;83,4;82,2;78,5;71,2;85,6;85;70;0,002;1968;#REF!;5;0,19;
Mauritius Post and Cooperative Bank Ltd/2005;23;2005;Mauritius Post and Cooperative Bank Ltd;132;0;CB;0;0,185;0,161;0,816;153,104;15,002;0,085;6,238;88,476;;0,522;87,401;2,227;3,624;7;;3,116;2,383;4,902;1,787;0,003;0,036;177,609;5,18;7551,3;156,749;158,708;8,554;4,902;2,383;69,348;29,5;1;0,012;5054,36;8,528;0,004;0,722;0,049;0,043;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,23;0,65;0,12;0,3;0,57;0,13;0,25;0,62;0,13;0,506;25,502;0,708;0,22;French;0;1;7,57;0;0,12;67,2;70;44;84,5;82;70;76,4;71,4;53,4;50;70;0,006;1968;#REF!;5;0,17;
Mauritius Post and Cooperative Bank Ltd/2006;23;2006;Mauritius Post and Cooperative Bank Ltd;132;0;CB;0;0,194;0,174;0,752;179,838;15,16;0,075;3,835;111,956;;0,65;110,306;2,154;4,882;10;;3,564;2,204;5,33;1,766;0,006;0,076;201,359;5,305;7496,3;187,763;179,838;11,672;5,33;2,204;77,457;31,71;1;0,039;5194,48;8,555;0,032;0,716;0,089;0,071;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,71;0,1;0,27;0,61;0,12;0,19;0,71;0,1;0,506;23,687;0,708;0,22;French;0;1;7,41;0;0,12;67,4;70;41;81,7;79,1;74,7;76,8;72,1;59;70;50;0,006;1968;#REF!;5;0,17;
Mauritius Post and Cooperative Bank Ltd/2007;23;2007;Mauritius Post and Cooperative Bank Ltd;132;0;CB;0;0,22;0,171;0,782;187,35;16,9;0,08;3,484;136,94;;0,227;135,04;2,497;5,72;10;;4,282;2,641;6,534;2,251;0,007;0,096;212,581;5,359;7396,4;200,727;187,35;15,144;6,534;2,641;65,687;31,31;1;0,059;6182,2;8,729;0,052;0,687;0,088;0,117;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,19;0,72;0,09;0,23;0,66;0,11;0,2;0,7;0,1;0,492;25,318;0,708;0,22;French;0;1;7,95;0;0,12;69,4;60;42;81,3;79,7;73,3;71,7;75,8;80;70;60;0,002;1968;#REF!;5;0,17;
Mauritius Post and Cooperative Bank Ltd/2008;23;2008;Mauritius Post and Cooperative Bank Ltd;132;0;CB;0;0,205;0,198;0,688;225,847;21,312;0,083;4,249;181,166;0,008;0,952;178,397;1,388;8,062;12;254;4,811;3,483;7,939;3,128;0,011;0,13;258,09;5,553;8307,6;224,529;225,847;16,466;7,939;3,483;46,132;28,45;1;0,055;7599,98;8,936;0,048;0,768;0,097;0,065;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,2;0,7;0,1;0,24;0,66;0,1;0,22;0,67;0,11;0,492;27,124;0,708;0,22;French;0;1;8,04;0;0,12;72,6;60;51;92,1;81,4;82;72,9;75,7;80,6;70;60;0,005;1968;#REF!;5;0,17;
Mauritius Post and Cooperative Bank Ltd/2009;23;2009;Mauritius Post and Cooperative Bank Ltd;132;0;CB;0;0,266;0,257;0,598;230,418;21,852;0,085;3,367;196,265;0,016;1,568;192,62;1,536;10,36;18;249;4,621;2,744;7,838;3,217;0,012;0,141;257,098;5,549;9451,7;224,992;230,418;12,528;7,838;2,744;32,372;31,96;1;0,03;6921,59;8,842;0,025;0,83;0,025;-0,002;3;3,333;9,307;8,333;7,5;3,75;0;0;2,5;4,191;3,125;3,214;9,524;9,167;8,056;4,167;0;0;2,143;4,377;0,22;0,67;0,11;0,27;0,62;0,11;0,24;0,64;0,12;0,492;28,198;0,708;0,22;mixed;;;7,93;0;0,12;74,3;60;47;92,2;80,8;83,3;71,5;71,1;86,8;80;70;0,008;1968;#REF!;5;0,17;
